facility_name,facility_id,npi,city_town,state,zip_code,year,asc_9_rate,asc_9_footnote,asc_11_rate,asc_11_footnote,asc_12_total_cases,asc_12_performance_category,asc_12_rshv_rate,asc_12_interval_lower_limit,asc_12_interval_upper_limit,asc_12_footnote,asc_13_rate,asc_13_footnote,asc_14_rate,asc_14_footnote,asc_17_total_cases,asc_17_performance_category,asc_17_rshv_rate,asc_17_interval_lower_limit,asc_17_interval_upper_limit,asc_17_footnote,asc_18_total_cases,asc_18_performance_category,asc_18_rshv_rate,asc_18_interval_lower_limit,asc_18_interval_upper_limit,asc_18_footnote,asc_20_sample,asc_20_rate,asc_20_footnote
DESERT VIEW ENDOSCOPY CENTER LLC,05C0001988,1316231020,VICTORVILLE,CA,92395,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,11,45.5,
PACIFIC ENDOSCOPY LLC DBA ATHERTON ENDOSCOPY CENTER,05C0001632,1316291867,ATHERTON,CA,94027,2022,96.53,,NA,5,1174,No Different Than the National Rate,8.7,6.4,12,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PACIFIC ENDOSCOPY LLC DBA ATHERTON ENDOSCOPY CENTER,05C0001632,1316291867,ATHERTON,CA,94027,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,100,
ENCINO SURGICAL CENTER LLC,05C0002107,1316342579,ENCINO,CA,91436,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ENCINO SURGICAL CENTER LLC,05C0002107,1316342579,ENCINO,CA,91436,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,56,96.4,
IRVINE SURGICAL PARTNERS,05C0002145,1316395270,IRVINE,CA,92618,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,0.49,,76,No Different Than the National Rate,2.2,1.4,3.3,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
IRVINE SURGICAL PARTNERS,05C0002145,1316395270,IRVINE,CA,92618,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,71,95.8,
UCSD SURGICAL CENTER OF SAN DIEGO LLC,05C0001953,1316462377,SAN DIEGO,CA,92121,2022,91.89,,NA,5,201,No Different Than the National Rate,10.6,7.6,14.6,,100,,NA,5,112,No Different Than the National Rate,2,1.3,3,,121,No Different Than the National Rate,4.7,2.9,7,,NA,NA,5
UCSD SURGICAL CENTER OF SAN DIEGO LLC,05C0001953,1316462377,SAN DIEGO,CA,92121,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,216,90.9,
SEQUOIA SURGICAL PAVILION,05C0001515,1316939556,WALNUT CREEK,CA,94598,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.93,,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SEQUOIA SURGICAL PAVILION,05C0001515,1316939556,WALNUT CREEK,CA,94598,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,168,99.4,
NEWPORT BEACH SURGERY CENTER L P,05C0001243,1316949415,NEWPORT BEACH,CA,92663,2022,NA,5,NA,5,90,No Different Than the National Rate,10.3,7.2,14.3,,99.95,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
NEWPORT BEACH SURGERY CENTER L P,05C0001243,1316949415,NEWPORT BEACH,CA,92663,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,79,87.3,
GROSSMONT SURGERY CENTER LP,05C0001090,1326004110,LA MESA,CA,91942,2022,NA,5,NA,5,923,No Different Than the National Rate,10,7.4,13.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
GROSSMONT SURGERY CENTER LP,05C0001090,1326004110,LA MESA,CA,91942,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,55,83.5,
T SURGERY CENTER INC,05C0001202,1326191958,VENTURA,CA,93003,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,96.13,,NA,5,299,No Different Than the National Rate,2,1.3,3,,NA,NA,NA,NA,NA,5,NA,NA,5
T SURGERY CENTER INC,05C0001202,1326191958,VENTURA,CA,93003,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,92.4,
MONTEREY PENNISULA SURGERY CENTER LLC,05C0001816,1326256058,MONTEREY,CA,93940,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,60.23,,0.08,,375,No Different Than the National Rate,2.2,1.5,3.1,,38,No Different Than the National Rate,5.1,3.2,8,,NA,NA,5
MONTEREY PENNISULA SURGERY CENTER LLC,05C0001816,1326256058,MONTEREY,CA,93940,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,91,100,
MINIMALLY INVASIVE SURGICAL INSTITUTE LLC,05C0002135,1326425596,MISSION VIEJO,CA,92691,2022,95,,NA,5,207,No Different Than the National Rate,10.2,7.2,14.1,,100,,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
MINIMALLY INVASIVE SURGICAL INSTITUTE LLC,05C0002135,1326425596,MISSION VIEJO,CA,92691,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,73,95.9,
POMERADO OUTPATIENT SURGICAL CENTER LP,05C0001281,1336107580,SAN DIEGO,CA,92128,2022,90.97,,NA,5,664,No Different Than the National Rate,9.8,7.1,13.5,,100,,0.12,,72,No Different Than the National Rate,2,1.3,3.1,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
POMERADO OUTPATIENT SURGICAL CENTER LP,05C0001281,1336107580,SAN DIEGO,CA,92128,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,119,95.8,
MARIN OPHTHALMIC SURGERY CENTER,05C0001276,1336143148,SAN RAFAEL,CA,94901,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.92,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MARIN OPHTHALMIC SURGERY CENTER,05C0001276,1336143148,SAN RAFAEL,CA,94901,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,15,100,
ENDOSCOPY CENTER AT SKYPARK,05C0001559,1336143734,TORRANCE,CA,90505,2022,NA,5,NA,5,1128,No Different Than the National Rate,9.4,6.9,12.5,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ENDOSCOPY CENTER AT SKYPARK,05C0001559,1336143734,TORRANCE,CA,90505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SAN GABRIEL AMBULATORY SURGERY CENTER,05C0001727,1336213099,SAN GABRIEL,CA,91776,2022,92.06,,NA,5,155,No Different Than the National Rate,10.3,7.4,14.2,,100,,1.03,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
SAN GABRIEL AMBULATORY SURGERY CENTER,05C0001727,1336213099,SAN GABRIEL,CA,91776,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,69,100,
BRAND SURGICAL INSTITUTE,05C0001675,1336215847,GLENDALE,CA,91202,2022,NA,5,NA,5,168,No Different Than the National Rate,10.1,7.3,14.1,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
BRAND SURGICAL INSTITUTE,05C0001675,1336215847,GLENDALE,CA,91202,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTINELA VALLEY ENDOSCOPY CENTER INC,05C0001693,1336231059,INGLEWOOD,CA,90301,2022,NA,5,NA,5,720,No Different Than the National Rate,11.5,8.6,15.3,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTINELA VALLEY ENDOSCOPY CENTER INC,05C0001693,1336231059,INGLEWOOD,CA,90301,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PASADENA ENDOSCOPY CENTER INC,05C0001537,1336247642,PASADENA,CA,91105,2022,92.75,,NA,5,2887,No Different Than the National Rate,8.3,6.3,10.8,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PASADENA ENDOSCOPY CENTER INC,05C0001537,1336247642,PASADENA,CA,91105,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,49,98,
EYE SURGERY CENTER OF THE DESERT,55C0001016,1336254770,RANCHO MIRAGE,CA,92270,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.07,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
EYE SURGERY CENTER OF THE DESERT,55C0001016,1336254770,RANCHO MIRAGE,CA,92270,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,16,100,
LOS ROBLES SURGICENTER LLC,05C0001215,1336294859,THOUSAND OAKS,CA,91360,2022,88.89,,NA,5,1725,No Different Than the National Rate,10.2,7.8,13.5,,100,,NA,5,284,No Different Than the National Rate,2,1.4,3,,58,No Different Than the National Rate,4.5,2.8,7,,NA,NA,5
LOS ROBLES SURGICENTER LLC,05C0001215,1336294859,THOUSAND OAKS,CA,91360,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,169,81.5,
SACRAMENTO HEART AMBULATORY SURGERY CENTER INC,05C0002123,1336510486,SACRAMENTO,CA,95825,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SACRAMENTO HEART AMBULATORY SURGERY CENTER INC,05C0002123,1336510486,SACRAMENTO,CA,95825,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,17,100,
BEACH CITIES ORTHOPEDICS SURGERY CENTER LLC,05C0002178,1336669456,MANHATTAN BEACH,CA,90266,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,184,No Different Than the National Rate,2,1.4,3.1,,NA,NA,NA,NA,NA,5,NA,NA,5
BEACH CITIES ORTHOPEDICS SURGERY CENTER LLC,05C0002178,1336669456,MANHATTAN BEACH,CA,90266,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,32,87.3,
VALLEY ENDOSCOPY CENTER,05C0001326,1346208642,EL CENTRO,CA,92243,2022,97.87,,NA,5,1357,No Different Than the National Rate,11.2,8.6,14.5,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
VALLEY ENDOSCOPY CENTER,05C0001326,1346208642,EL CENTRO,CA,92243,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,82.6,
OPTIMA OPHTHALMIC MEDICAL ASSOCIATES INC,05C0001004,1346287414,HAYWARD,CA,94541,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,1.36,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
OPTIMA OPHTHALMIC MEDICAL ASSOCIATES INC,05C0001004,1346287414,HAYWARD,CA,94541,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,11,100,
NORTH BAY REGIONAL SURGERY CENTER,05C0001870,1346425733,NOVATO,CA,94945,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.79,,NA,5,203,No Different Than the National Rate,2.1,1.4,3.2,,33,No Different Than the National Rate,5.7,3.5,9.3,,NA,NA,5
NORTH BAY REGIONAL SURGERY CENTER,05C0001870,1346425733,NOVATO,CA,94945,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,66,100,
SUTTER VALLEY MEDICAL FOUNDATION DBA BRIGGSMORE SURGERY CENTER,05C0001133,1346615150,MODESTO,CA,95355,2022,99.46,,NA,5,978,No Different Than the National Rate,9.9,7.2,13.3,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SUTTER VALLEY MEDICAL FOUNDATION DBA BRIGGSMORE SURGERY CENTER,05C0001133,1346615150,MODESTO,CA,95355,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,23,98.4,
HACIENDA OUTPATIENT SURGERY CENTER LLC DBA HACIENDA SURGERY CENTER,05C0001863,1346649480,PLEASANTON,CA,94588,2022,100,,NA,5,621,No Different Than the National Rate,10,7.3,13.6,,100,,0.25,,211,No Different Than the National Rate,2.1,1.4,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
HACIENDA OUTPATIENT SURGERY CENTER LLC DBA HACIENDA SURGERY CENTER,05C0001863,1346649480,PLEASANTON,CA,94588,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,89,93.3,
HIGH DESERT ENDOSCOPY,05C0001235,1356362552,APPLE VALLEY,CA,92307,2022,NA,5,NA,5,157,No Different Than the National Rate,10.3,7.4,14.3,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
HIGH DESERT ENDOSCOPY,05C0001235,1356362552,APPLE VALLEY,CA,92307,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ALAMEDA SURGERY CENTER LP,05C0001501,1356407332,BURBANK,CA,91505,2022,100,,NA,5,1389,No Different Than the National Rate,8.8,6.4,11.6,,100,,NA,5,90,No Different Than the National Rate,2,1.3,3,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
ALAMEDA SURGERY CENTER LP,05C0001501,1356407332,BURBANK,CA,91505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,50,84.7,
MODESTO SURGERY CENTER INC,05C0001324,1356463913,MODESTO,CA,95350,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,0.33,,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MODESTO SURGERY CENTER INC,05C0001324,1356463913,MODESTO,CA,95350,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
MEMORIALCARE SURGICAL CENTER AT SADDLEBACK LLC,05C0001846,1356480099,LAGUNA HILLS,CA,92653,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.7,,NA,5,59,No Different Than the National Rate,2.1,1.3,3.3,,54,No Different Than the National Rate,4.9,3.1,7.6,,NA,NA,5
MEMORIALCARE SURGICAL CENTER AT SADDLEBACK LLC,05C0001846,1356480099,LAGUNA HILLS,CA,92653,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,63,96.8,
AVANGUARD SURGERY CENTER LLC,05C0002089,1356543656,TARZANA,CA,91356,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
AVANGUARD SURGERY CENTER LLC,05C0002089,1356543656,TARZANA,CA,91356,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ORCHARD CREEK SURGERY CENTER,05C0001920,1356572465,SAN JOSE,CA,95124,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ORCHARD CREEK SURGERY CENTER,05C0001920,1356572465,SAN JOSE,CA,95124,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,4,NA,1
CORONA SUMMIT SURGERY CENTER,05C0002007,1356616064,CORONA,CA,92879,2022,NA,5,NA,5,55,No Different Than the National Rate,10.7,7.6,15,,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
CORONA SUMMIT SURGERY CENTER,05C0002007,1356616064,CORONA,CA,92879,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ZAHRA SURGERY CENTERLP,05C0002125,1356685457,TEMECULA,CA,,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
ZAHRA SURGERY CENTERLP,05C0002125,1356685457,TEMECULA,CA,,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
PAVILION SURGERY CENTER,05C0002170,1356878052,ORANGE,CA,92868,2022,NA,5,NA,5,898,No Different Than the National Rate,9.6,7.1,12.9,,NA,5,NA,5,46,No Different Than the National Rate,2,1.3,3.1,,73,No Different Than the National Rate,5.4,3.5,8.2,,NA,NA,5
PAVILION SURGERY CENTER,05C0002170,1356878052,ORANGE,CA,92868,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,91,100,
KERLAN JOBE SURGERY CENTER LLC,05C0001399,1366408270,LOS ANGELES,CA,90045,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,99.57,,NA,5,172,No Different Than the National Rate,2,1.3,3.1,,NA,NA,NA,NA,NA,5,NA,NA,5
KERLAN JOBE SURGERY CENTER LLC,05C0001399,1366408270,LOS ANGELES,CA,90045,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,121,100,
VALLEY ENDOSCOPY CENTER,05C0001296,1366422479,TARZANA,CA,91356,2022,98.93,,NA,5,1925,No Different Than the National Rate,10.2,8,13.1,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
VALLEY ENDOSCOPY CENTER,05C0001296,1366422479,TARZANA,CA,91356,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,26,100,
SKYWAY SURGERY CENTER LLC,05C0001663,1366456618,CHICO,CA,95928,2022,54.98,,NA,5,724,No Different Than the National Rate,11,8.2,14.9,,100,,0.23,,602,No Different Than the National Rate,1.9,1.3,2.7,,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,5
SKYWAY SURGERY CENTER LLC,05C0001663,1366456618,CHICO,CA,95928,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,59,78.2,
CENTURY CITY ENDOSCOPY LLC,05C0001491,1366554495,LOS ANGELES,CA,90067,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CENTURY CITY ENDOSCOPY LLC,05C0001491,1366554495,LOS ANGELES,CA,90067,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,13,100,
CERRITOS ENDOSCOPIC MEDICAL CENTER,05C0001451,1366633257,CERRITOS,CA,90703,2022,100,,NA,5,169,No Different Than the National Rate,10.5,7.4,14.3,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
CERRITOS ENDOSCOPIC MEDICAL CENTER,05C0001451,1366633257,CERRITOS,CA,90703,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,9,NA,1
APPLE SURGERY CENTER,05C0001864,1366635609,BAKERSFIELD,CA,93312,2022,NA,5,NA,5,195,No Different Than the National Rate,11.4,8.3,15.9,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
APPLE SURGERY CENTER,05C0001864,1366635609,BAKERSFIELD,CA,93312,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SPECIALTY SURGICAL CENTER OF THOUSAND OAKS LP,05C0001849,1366643751,WESTLAKE VILLAGE,CA,91361,2022,58.33,,NA,5,619,No Different Than the National Rate,11.2,8.3,15.1,,100,,NA,5,69,No Different Than the National Rate,2.1,1.4,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
SPECIALTY SURGICAL CENTER OF THOUSAND OAKS LP,05C0001849,1366643751,WESTLAKE VILLAGE,CA,91361,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,55,87.4,
ADVANCED ENDOSCOPY CENTER GASTROENTEROLOGY,05C0002161,1366857377,MURRIETA,CA,92562,2022,NA,5,NA,5,156,No Different Than the National Rate,10.4,7.5,14.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
ADVANCED ENDOSCOPY CENTER GASTROENTEROLOGY,05C0002161,1366857377,MURRIETA,CA,92562,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SPECIALTY SURGICAL CENTER OF BEVERLY HILLS LP,05C0001638,1376558965,BEVERLY HILLS,CA,90211,2022,76.04,,NA,5,2204,No Different Than the National Rate,9.6,7.4,12.6,,100,,0,,61,No Different Than the National Rate,2.1,1.4,3.2,,NA,NA,NA,NA,NA,5,NA,NA,5
SPECIALTY SURGICAL CENTER OF BEVERLY HILLS LP,05C0001638,1376558965,BEVERLY HILLS,CA,90211,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,93,96.8,
SUTTER ROSEVILLE ENDOSCOPY CENTER,05C0001712,1376592014,ROSEVILLE,CA,95661,2022,92,,NA,5,3231,No Different Than the National Rate,9.7,7.6,12.4,,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
SUTTER ROSEVILLE ENDOSCOPY CENTER,05C0001712,1376592014,ROSEVILLE,CA,95661,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,63,81,
OTAY LAKES SURGERY CENTER LLC,05C0001779,1376595421,CHULA VISTA,CA,91914,2022,NA,5,NA,5,61,No Different Than the National Rate,10.7,7.7,15,,100,,NA,5,98,No Different Than the National Rate,1.9,1.2,2.9,,NA,NA,NA,NA,NA,5,NA,NA,5
OTAY LAKES SURGERY CENTER LLC,05C0001779,1376595421,CHULA VISTA,CA,91914,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,31,89.9,
MD ANAHEIM SURGERY CENTER INC,05C0002070,1376885400,ANAHEIM,CA,92805,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,Number of Cases Too Small,NA,NA,NA,1,NA,NA,NA,NA,NA,5,NA,NA,5
MD ANAHEIM SURGERY CENTER INC,05C0002070,1376885400,ANAHEIM,CA,92805,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,5
BUENA VISTA SURGERY CENTER LLC,05C0001407,1386186781,BURBANK,CA,91505,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,1,NA,5,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,5,NA,NA,5
BUENA VISTA SURGERY CENTER LLC,05C0001407,1386186781,BURBANK,CA,91505,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,44,99,
ORTHOPEDIC SURGERY CENTER OF OC LLC,05C0001445,1386647527,NEWPORT BEACH,CA,92660,2022,NA,5,NA,5,NA,NA,NA,NA,NA,5,100,,NA,5,801,No Different Than the National Rate,1.9,1.4,2.7,,NA,NA,NA,NA,NA,5,NA,NA,5
ORTHOPEDIC SURGERY CENTER OF OC LLC,05C0001445,1386647527,NEWPORT BEACH,CA,92660,2022_Q4,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,44,75,
